code_module,code_presentation,id_student,gender,region,highest_education,final_result,module_presentation_length,days_studied,activities_engaged,total_clicks,assessments_completed,average_assessment_score
BBB,2013B,555212,F,Yorkshire Region,Lower Than A Level,Withdrawn,240,0.0,0.0,0.0,0.0,0.0
BBB,2013B,555263,F,South West Region,A Level or Equivalent,Pass,240,52.0,247.0,876.0,0.9166666666666666,74.0909090909091
BBB,2013B,555309,M,Wales,A Level or Equivalent,Pass,240,88.0,599.0,1915.0,0.75,85.44444444444444
BBB,2013B,555407,F,Ireland,A Level or Equivalent,Fail,240,16.0,113.0,288.0,0.6666666666666666,60.875
BBB,2013B,555414,F,North Western Region,Lower Than A Level,Pass,240,77.0,390.0,747.0,0.9166666666666666,81.36363636363636
BBB,2013B,555552,F,London Region,Lower Than A Level,Withdrawn,240,1.0,11.0,33.0,0.0,0.0
BBB,2013B,555627,M,Wales,Lower Than A Level,Fail,240,13.0,52.0,140.0,0.08333333333333333,87.0
BBB,2013B,555667,F,West Midlands Region,HE Qualification,Distinction,240,79.0,342.0,700.0,0.9166666666666666,87.63636363636364
BBB,2013B,555670,F,London Region,Lower Than A Level,Pass,240,62.0,310.0,1227.0,0.8333333333333334,87.2
BBB,2013B,555672,F,West Midlands Region,A Level or Equivalent,Pass,240,79.0,363.0,1104.0,0.9166666666666666,84.0909090909091
BBB,2013B,555673,F,East Anglian Region,Lower Than A Level,Fail,240,92.0,692.0,3550.0,0.8333333333333334,85.5
BBB,2013B,555674,M,Yorkshire Region,A Level or Equivalent,Distinction,240,105.0,415.0,1024.0,0.9166666666666666,91.0
BBB,2013B,555675,F,Yorkshire Region,HE Qualification,Distinction,240,108.0,549.0,1730.0,0.9166666666666666,81.9090909090909
BBB,2013B,555695,F,South East Region,A Level or Equivalent,Pass,240,75.0,385.0,1009.0,0.9166666666666666,76.18181818181819
BBB,2013B,555707,F,East Anglian Region,A Level or Equivalent,Withdrawn,240,0.0,0.0,0.0,0.0,0.0
BBB,2013B,555747,F,Scotland,Lower Than A Level,Pass,240,158.0,932.0,2397.0,0.8333333333333334,89.6
BBB,2013B,555838,F,Wales,HE Qualification,Pass,240,97.0,322.0,687.0,0.9166666666666666,88.0909090909091
BBB,2013B,555880,M,Scotland,Lower Than A Level,Fail,240,18.0,92.0,199.0,0.08333333333333333,75.0
BBB,2013B,555902,F,Scotland,A Level or Equivalent,Fail,240,6.0,36.0,89.0,0.08333333333333333,65.0
BBB,2013B,555909,F,London Region,Lower Than A Level,Withdrawn,240,8.0,57.0,165.0,0.25,78.33333333333333
BBB,2013B,555930,F,Ireland,Lower Than A Level,Fail,240,38.0,395.0,2071.0,0.25,73.0
BBB,2013B,555935,F,South Region,A Level or Equivalent,Withdrawn,240,16.0,54.0,150.0,0.5,67.66666666666667
BBB,2013B,555946,F,Yorkshire Region,Lower Than A Level,Fail,240,51.0,196.0,474.0,0.6666666666666666,79.5
BBB,2013B,555995,F,London Region,Lower Than A Level,Withdrawn,240,0.0,0.0,0.0,0.0,0.0
BBB,2013B,556077,M,Wales,A Level or Equivalent,Withdrawn,240,12.0,56.0,149.0,0.0,0.0
BBB,2013B,556138,F,East Midlands Region,HE Qualification,Withdrawn,240,14.0,98.0,259.0,0.4166666666666667,70.0
BBB,2013B,556224,F,South East Region,Lower Than A Level,Fail,240,0.0,0.0,0.0,0.0,0.0
BBB,2013B,556284,M,South Region,HE Qualification,Pass,240,44.0,156.0,381.0,0.5,94.5
BBB,2013B,556292,F,South Region,Lower Than A Level,Distinction,240,96.0,423.0,1171.0,0.9166666666666666,88.36363636363636
BBB,2013B,556301,F,South East Region,HE Qualification,Pass,240,70.0,324.0,696.0,0.9166666666666666,91.45454545454545
BBB,2013B,556318,F,Scotland,Lower Than A Level,Fail,240,6.0,31.0,75.0,0.08333333333333333,43.0
BBB,2013B,556349,F,South West Region,A Level or Equivalent,Pass,240,21.0,138.0,259.0,0.9166666666666666,69.72727272727273
BBB,2013B,556481,F,London Region,A Level or Equivalent,Withdrawn,240,1.0,7.0,7.0,0.0,0.0
BBB,2013B,556502,F,Ireland,Lower Than A Level,Pass,240,146.0,624.0,1897.0,0.9166666666666666,84.54545454545455
BBB,2013B,556553,F,South East Region,A Level or Equivalent,Pass,240,38.0,184.0,598.0,0.9166666666666666,80.0
BBB,2013B,556568,F,East Anglian Region,Lower Than A Level,Withdrawn,240,20.0,71.0,136.0,0.25,77.0
BBB,2013B,556605,F,London Region,HE Qualification,Pass,240,16.0,90.0,257.0,0.75,82.88888888888889
BBB,2013B,556648,F,North Region,Lower Than A Level,Fail,240,22.0,115.0,242.0,0.25,90.33333333333333
BBB,2013B,556692,F,South Region,Lower Than A Level,Withdrawn,240,31.0,195.0,493.0,0.6666666666666666,80.0
BBB,2013B,556840,F,South Region,A Level or Equivalent,Withdrawn,240,16.0,109.0,374.0,0.08333333333333333,73.0
BBB,2013B,556863,F,South West Region,A Level or Equivalent,Withdrawn,240,19.0,81.0,202.0,0.4166666666666667,83.2
BBB,2013B,556877,F,South West Region,A Level or Equivalent,Withdrawn,240,53.0,237.0,725.0,0.16666666666666666,88.0
BBB,2013B,556878,F,South West Region,Lower Than A Level,Pass,240,51.0,353.0,1176.0,0.9166666666666666,76.9090909090909
BBB,2013B,556882,F,South West Region,Lower Than A Level,Withdrawn,240,15.0,109.0,405.0,0.08333333333333333,63.0
BBB,2013B,556959,F,South West Region,A Level or Equivalent,Pass,240,82.0,410.0,1146.0,0.8333333333333334,85.0
BBB,2013B,556986,F,South West Region,Lower Than A Level,Withdrawn,240,14.0,82.0,228.0,0.08333333333333333,79.0
BBB,2013B,556987,F,North Western Region,Lower Than A Level,Fail,240,33.0,180.0,534.0,0.75,58.55555555555556
BBB,2013B,556988,F,South West Region,Lower Than A Level,Withdrawn,240,10.0,57.0,129.0,0.0,0.0
BBB,2013B,556990,F,South West Region,Lower Than A Level,Pass,240,36.0,154.0,491.0,0.9166666666666666,89.27272727272727
BBB,2013B,556992,F,South West Region,HE Qualification,Pass,240,34.0,164.0,439.0,0.9166666666666666,64.0909090909091
BBB,2013B,556997,F,South West Region,A Level or Equivalent,Pass,240,79.0,280.0,582.0,0.8333333333333334,88.4
BBB,2013B,556999,F,South West Region,HE Qualification,Pass,240,38.0,159.0,320.0,0.9166666666666666,88.27272727272727
BBB,2013B,557006,F,South West Region,Lower Than A Level,Pass,240,18.0,92.0,235.0,0.9166666666666666,66.54545454545455
BBB,2013B,557024,F,East Anglian Region,A Level or Equivalent,Pass,240,66.0,297.0,792.0,0.9166666666666666,74.54545454545455
BBB,2013B,557032,F,East Anglian Region,HE Qualification,Distinction,240,120.0,792.0,2722.0,0.9166666666666666,85.81818181818181
BBB,2013B,557057,M,South West Region,Lower Than A Level,Pass,240,116.0,485.0,1426.0,0.9166666666666666,89.0
BBB,2013B,557060,F,South West Region,HE Qualification,Pass,240,18.0,112.0,1134.0,0.75,81.22222222222223
BBB,2013B,557145,F,South West Region,A Level or Equivalent,Fail,240,26.0,177.0,386.0,0.9166666666666666,78.27272727272727
BBB,2013B,557170,F,Yorkshire Region,A Level or Equivalent,Withdrawn,240,0.0,0.0,0.0,0.0,0.0
BBB,2013B,557220,F,Wales,Lower Than A Level,Pass,240,65.0,327.0,801.0,0.8333333333333334,87.1
BBB,2013B,557285,F,South Region,Lower Than A Level,Pass,240,57.0,416.0,1157.0,0.9166666666666666,79.18181818181819
BBB,2013B,557308,F,North Region,A Level or Equivalent,Fail,240,47.0,309.0,691.0,0.9166666666666666,58.09090909090909
BBB,2013B,557325,F,East Anglian Region,A Level or Equivalent,Distinction,240,46.0,194.0,619.0,0.75,76.66666666666667
BBB,2013B,557351,F,South West Region,A Level or Equivalent,Fail,240,37.0,147.0,406.0,0.3333333333333333,81.75
BBB,2013B,557451,F,London Region,Lower Than A Level,Fail,240,53.0,201.0,613.0,0.8333333333333334,90.9
BBB,2013B,557528,F,Yorkshire Region,Lower Than A Level,Pass,240,84.0,407.0,1052.0,0.9166666666666666,88.63636363636364
BBB,2013B,557594,F,East Midlands Region,A Level or Equivalent,Pass,240,39.0,196.0,476.0,0.9166666666666666,76.45454545454545
BBB,2013B,557622,F,London Region,Lower Than A Level,Distinction,240,161.0,708.0,1668.0,0.9166666666666666,92.9090909090909
BBB,2013B,557709,F,South West Region,A Level or Equivalent,Withdrawn,240,16.0,69.0,223.0,0.4166666666666667,69.0
BBB,2013B,557729,F,North Western Region,A Level or Equivalent,Withdrawn,240,0.0,0.0,0.0,0.0,0.0
BBB,2013B,557775,F,South East Region,HE Qualification,Pass,240,107.0,384.0,1664.0,0.8333333333333334,85.5
BBB,2013B,557803,M,North Region,Lower Than A Level,Fail,240,0.0,0.0,0.0,0.0,0.0
BBB,2013B,557827,F,North Western Region,A Level or Equivalent,Fail,240,43.0,254.0,705.0,0.6666666666666666,67.875
BBB,2013B,557865,F,London Region,Lower Than A Level,Fail,240,0.0,0.0,0.0,0.0,0.0
BBB,2013B,557935,F,Yorkshire Region,Lower Than A Level,Fail,240,23.0,113.0,270.0,0.25,83.33333333333333
BBB,2013B,557938,F,London Region,No Formal quals,Withdrawn,240,1.0,5.0,15.0,0.0,0.0
BBB,2013B,557968,F,Wales,A Level or Equivalent,Distinction,240,45.0,198.0,468.0,0.9166666666666666,90.54545454545455
BBB,2013B,557979,F,London Region,A Level or Equivalent,Pass,240,20.0,90.0,191.0,0.75,67.33333333333333
BBB,2013B,558024,F,West Midlands Region,A Level or Equivalent,Pass,240,27.0,172.0,400.0,0.9166666666666666,68.18181818181819
BBB,2013B,558040,F,Yorkshire Region,A Level or Equivalent,Pass,240,36.0,178.0,388.0,0.9166666666666666,83.63636363636364
BBB,2013B,558042,F,Yorkshire Region,HE Qualification,Distinction,240,17.0,97.0,195.0,0.9166666666666666,82.18181818181819
BBB,2013B,558066,F,South East Region,Lower Than A Level,Distinction,240,21.0,131.0,431.0,0.9166666666666666,87.54545454545455
BBB,2013B,558068,F,South East Region,A Level or Equivalent,Pass,240,26.0,155.0,449.0,0.9166666666666666,83.27272727272727
BBB,2013B,558075,F,West Midlands Region,Lower Than A Level,Pass,240,36.0,144.0,403.0,0.9166666666666666,84.54545454545455
BBB,2013B,558092,F,Yorkshire Region,A Level or Equivalent,Fail,240,20.0,127.0,276.0,0.75,49.44444444444444
BBB,2013B,558099,F,South East Region,A Level or Equivalent,Distinction,240,39.0,268.0,994.0,0.9166666666666666,87.36363636363636
BBB,2013B,558113,F,East Anglian Region,A Level or Equivalent,Pass,240,67.0,321.0,1104.0,0.75,77.11111111111111
BBB,2013B,558114,F,East Anglian Region,Lower Than A Level,Fail,240,42.0,127.0,306.0,0.3333333333333333,73.25
BBB,2013B,558146,F,South East Region,Lower Than A Level,Withdrawn,240,1.0,1.0,1.0,0.0,0.0
BBB,2013B,558163,F,South West Region,Lower Than A Level,Withdrawn,240,10.0,34.0,92.0,0.08333333333333333,73.0
BBB,2013B,558168,F,Wales,A Level or Equivalent,Pass,240,17.0,92.0,225.0,0.9166666666666666,78.45454545454545
BBB,2013B,558212,F,East Anglian Region,A Level or Equivalent,Withdrawn,240,0.0,0.0,0.0,0.0,0.0
BBB,2013B,558247,F,South West Region,Lower Than A Level,Fail,240,22.0,137.0,399.0,0.6666666666666666,73.25
BBB,2013B,558250,F,East Midlands Region,Lower Than A Level,Pass,240,70.0,387.0,2764.0,0.9166666666666666,80.81818181818181
BBB,2013B,558324,M,South West Region,Lower Than A Level,Withdrawn,240,40.0,162.0,544.0,0.25,85.0
BBB,2013B,558326,F,West Midlands Region,Lower Than A Level,Withdrawn,240,0.0,0.0,0.0,0.0,0.0
BBB,2013B,558373,M,East Midlands Region,A Level or Equivalent,Distinction,240,124.0,517.0,1031.0,0.9166666666666666,86.54545454545455
BBB,2013B,558395,M,North Western Region,HE Qualification,Withdrawn,240,0.0,0.0,0.0,0.0,0.0
BBB,2013B,558435,F,Wales,HE Qualification,Distinction,240,79.0,362.0,948.0,0.9166666666666666,87.45454545454545
BBB,2013B,558602,F,East Anglian Region,Lower Than A Level,Fail,240,4.0,15.0,24.0,0.08333333333333333,58.0
BBB,2013B,558622,F,East Anglian Region,A Level or Equivalent,Pass,240,124.0,749.0,2478.0,0.8333333333333334,71.8
BBB,2013B,558654,F,North Region,A Level or Equivalent,Withdrawn,240,4.0,20.0,55.0,0.08333333333333333,78.0
BBB,2013B,558662,F,London Region,Lower Than A Level,Fail,240,38.0,220.0,592.0,0.4166666666666667,82.0
BBB,2013B,558689,F,North Region,A Level or Equivalent,Pass,240,45.0,153.0,397.0,0.8333333333333334,80.6
BBB,2013B,558701,F,South Region,A Level or Equivalent,Withdrawn,240,25.0,134.0,395.0,0.25,85.33333333333333
BBB,2013B,558703,F,East Midlands Region,A Level or Equivalent,Pass,240,6.0,49.0,191.0,0.5833333333333334,61.142857142857146
BBB,2013B,558747,F,London Region,A Level or Equivalent,Pass,240,138.0,570.0,2230.0,0.9166666666666666,67.27272727272727
BBB,2013B,558769,F,Scotland,Lower Than A Level,Fail,240,102.0,403.0,1267.0,0.9166666666666666,83.27272727272727
BBB,2013B,558809,F,West Midlands Region,A Level or Equivalent,Fail,240,72.0,430.0,1474.0,0.25,89.0
BBB,2013B,558820,F,Scotland,Lower Than A Level,Fail,240,82.0,423.0,1008.0,0.8333333333333334,76.3
BBB,2013B,558903,F,East Midlands Region,HE Qualification,Fail,240,10.0,66.0,144.0,0.5833333333333334,67.85714285714286
BBB,2013B,558955,F,South Region,A Level or Equivalent,Fail,240,45.0,180.0,415.0,0.8333333333333334,74.6
BBB,2013B,558965,F,North Western Region,Lower Than A Level,Pass,240,116.0,455.0,1384.0,0.9166666666666666,78.45454545454545
BBB,2013B,559011,F,West Midlands Region,Lower Than A Level,Withdrawn,240,13.0,61.0,154.0,0.25,66.66666666666667
BBB,2013B,559031,F,Scotland,Lower Than A Level,Pass,240,54.0,220.0,555.0,0.8333333333333334,78.9
BBB,2013B,559173,F,North Region,A Level or Equivalent,Fail,240,5.0,42.0,96.0,0.08333333333333333,75.0
BBB,2013B,559180,F,London Region,A Level or Equivalent,Pass,240,84.0,305.0,628.0,0.9166666666666666,88.0
BBB,2013B,559227,F,West Midlands Region,Lower Than A Level,Withdrawn,240,1.0,5.0,5.0,0.0,0.0
BBB,2013B,559253,F,Scotland,Lower Than A Level,Pass,240,82.0,431.0,1495.0,0.8333333333333334,86.8
BBB,2013B,559350,F,South East Region,Lower Than A Level,Pass,240,93.0,295.0,727.0,0.9166666666666666,62.54545454545455
BBB,2013B,559389,F,South Region,Lower Than A Level,Pass,240,54.0,250.0,860.0,0.9166666666666666,77.36363636363636
BBB,2013B,559425,F,South East Region,Lower Than A Level,Withdrawn,240,36.0,134.0,302.0,0.25,86.66666666666667
BBB,2013B,559452,M,South Region,HE Qualification,Distinction,240,27.0,144.0,370.0,0.8333333333333334,93.4
BBB,2013B,559458,F,South Region,A Level or Equivalent,Pass,240,88.0,399.0,990.0,0.9166666666666666,84.81818181818181
BBB,2013B,559475,F,South East Region,A Level or Equivalent,Pass,240,64.0,289.0,797.0,0.9166666666666666,93.63636363636364
BBB,2013B,559595,F,Wales,A Level or Equivalent,Pass,240,36.0,180.0,498.0,0.9166666666666666,82.63636363636364
BBB,2013B,559603,F,East Midlands Region,A Level or Equivalent,Pass,240,109.0,649.0,1736.0,0.8333333333333334,80.2
BBB,2013B,559606,F,East Midlands Region,HE Qualification,Pass,240,172.0,849.0,3382.0,0.75,87.55555555555556
BBB,2013B,559608,F,East Midlands Region,HE Qualification,Pass,240,51.0,292.0,640.0,0.9166666666666666,75.18181818181819
BBB,2013B,559610,F,East Midlands Region,A Level or Equivalent,Fail,240,14.0,58.0,205.0,0.08333333333333333,57.0
BBB,2013B,559611,F,East Anglian Region,A Level or Equivalent,Pass,240,116.0,370.0,919.0,0.9166666666666666,86.45454545454545
BBB,2013B,559651,F,East Midlands Region,A Level or Equivalent,Pass,240,20.0,114.0,226.0,0.9166666666666666,80.45454545454545
BBB,2013B,559697,F,South West Region,A Level or Equivalent,Withdrawn,240,20.0,79.0,210.0,0.25,67.33333333333333
BBB,2013B,559744,F,South Region,Post Graduate Qualification,Pass,240,62.0,282.0,675.0,0.9166666666666666,79.63636363636364
BBB,2013B,559808,F,Scotland,Lower Than A Level,Fail,240,8.0,25.0,54.0,0.08333333333333333,68.0
BBB,2013B,559989,F,Wales,A Level or Equivalent,Fail,240,7.0,74.0,206.0,0.08333333333333333,44.0
BBB,2013B,560005,F,London Region,A Level or Equivalent,Withdrawn,240,10.0,67.0,144.0,0.16666666666666666,55.0
BBB,2013B,560012,F,East Midlands Region,Lower Than A Level,Fail,240,8.0,41.0,113.0,0.5,72.66666666666667
BBB,2013B,560075,F,South Region,A Level or Equivalent,Pass,240,38.0,228.0,529.0,0.5,69.5
BBB,2013B,560117,M,West Midlands Region,Lower Than A Level,Withdrawn,240,29.0,93.0,225.0,0.5,50.833333333333336
BBB,2013B,560160,F,Scotland,Lower Than A Level,Fail,240,2.0,15.0,28.0,0.0,0.0
BBB,2013B,560161,F,South West Region,Lower Than A Level,Withdrawn,240,0.0,0.0,0.0,0.0,0.0
BBB,2013B,560170,F,East Midlands Region,HE Qualification,Pass,240,32.0,220.0,735.0,0.75,73.11111111111111
BBB,2013B,560185,F,South East Region,A Level or Equivalent,Withdrawn,240,16.0,79.0,262.0,0.0,0.0
BBB,2013B,560208,M,East Anglian Region,Lower Than A Level,Fail,240,23.0,83.0,167.0,0.25,86.0
BBB,2013B,560319,F,East Anglian Region,Lower Than A Level,Pass,240,95.0,496.0,1846.0,0.9166666666666666,82.81818181818181
BBB,2013B,560335,F,Scotland,Lower Than A Level,Withdrawn,240,51.0,277.0,1317.0,0.25,80.33333333333333
BBB,2013B,560455,F,North Region,A Level or Equivalent,Pass,240,46.0,164.0,471.0,0.9166666666666666,73.9090909090909
BBB,2013B,560468,F,South East Region,A Level or Equivalent,Pass,240,88.0,376.0,855.0,0.8333333333333334,68.7
BBB,2013B,560891,F,South West Region,Lower Than A Level,Fail,240,11.0,43.0,110.0,0.08333333333333333,63.0
BBB,2013B,560968,F,Wales,HE Qualification,Distinction,240,121.0,474.0,1193.0,0.9166666666666666,92.72727272727273
BBB,2013B,560970,M,Wales,HE Qualification,Pass,240,47.0,204.0,611.0,0.8333333333333334,84.7
BBB,2013B,561138,F,West Midlands Region,A Level or Equivalent,Pass,240,46.0,253.0,720.0,0.9166666666666666,85.9090909090909
BBB,2013B,561161,F,South East Region,HE Qualification,Distinction,240,55.0,330.0,811.0,0.9166666666666666,94.0
BBB,2013B,561164,M,North Region,A Level or Equivalent,Distinction,240,144.0,835.0,2424.0,0.9166666666666666,87.63636363636364
BBB,2013B,561166,F,South East Region,A Level or Equivalent,Distinction,240,99.0,432.0,1113.0,0.9166666666666666,86.36363636363636
BBB,2013B,561167,F,South East Region,HE Qualification,Pass,240,101.0,584.0,1412.0,0.9166666666666666,75.72727272727273
BBB,2013B,561343,M,Wales,A Level or Equivalent,Pass,240,67.0,249.0,607.0,0.9166666666666666,73.81818181818181
BBB,2013B,561366,F,South Region,Lower Than A Level,Withdrawn,240,17.0,118.0,396.0,0.25,79.0
BBB,2013B,561437,F,South West Region,A Level or Equivalent,Pass,240,55.0,214.0,426.0,0.9166666666666666,92.63636363636364
BBB,2013B,561444,F,South West Region,Lower Than A Level,Pass,240,101.0,481.0,1240.0,0.9166666666666666,87.0909090909091
BBB,2013B,561445,F,South West Region,A Level or Equivalent,Pass,240,86.0,435.0,1337.0,0.9166666666666666,95.81818181818181
BBB,2013B,561448,F,South West Region,A Level or Equivalent,Pass,240,27.0,138.0,381.0,0.9166666666666666,87.54545454545455
BBB,2013B,561452,F,South West Region,A Level or Equivalent,Distinction,240,121.0,554.0,1641.0,0.9166666666666666,89.0
BBB,2013B,561455,F,South West Region,A Level or Equivalent,Pass,240,56.0,324.0,854.0,0.75,82.44444444444444
BBB,2013B,561458,F,South West Region,HE Qualification,Pass,240,60.0,214.0,592.0,0.9166666666666666,84.9090909090909
BBB,2013B,561459,F,South West Region,A Level or Equivalent,Distinction,240,54.0,245.0,760.0,0.8333333333333334,91.8
BBB,2013B,561711,M,Wales,A Level or Equivalent,Fail,240,25.0,229.0,626.0,0.5833333333333334,64.28571428571429
BBB,2013B,561713,M,Wales,Lower Than A Level,Pass,240,40.0,292.0,806.0,0.9166666666666666,63.09090909090909
BBB,2013B,561715,M,Wales,Lower Than A Level,Fail,240,29.0,132.0,430.0,0.8333333333333334,61.2
BBB,2013B,561716,F,Wales,Lower Than A Level,Pass,240,57.0,273.0,893.0,0.8333333333333334,66.2
BBB,2013B,561718,M,Wales,Lower Than A Level,Fail,240,4.0,23.0,66.0,0.08333333333333333,65.0
BBB,2013B,562146,F,West Midlands Region,A Level or Equivalent,Withdrawn,240,0.0,0.0,0.0,0.0,0.0
BBB,2013B,562465,F,West Midlands Region,Lower Than A Level,Pass,240,86.0,381.0,681.0,0.8333333333333334,85.8
BBB,2013B,562483,M,Wales,A Level or Equivalent,Fail,240,0.0,0.0,0.0,0.0,0.0
BBB,2013B,562489,F,North Western Region,HE Qualification,Distinction,240,82.0,363.0,1476.0,0.9166666666666666,87.45454545454545
BBB,2013B,562494,M,Wales,Lower Than A Level,Withdrawn,240,7.0,34.0,67.0,0.0,0.0
BBB,2013B,562495,M,Wales,A Level or Equivalent,Fail,240,46.0,197.0,648.0,0.9166666666666666,82.27272727272727
BBB,2013B,563157,F,London Region,A Level or Equivalent,Withdrawn,240,6.0,26.0,58.0,0.3333333333333333,42.0
BBB,2013B,563330,M,London Region,A Level or Equivalent,Pass,240,68.0,281.0,713.0,0.8333333333333334,95.6
BBB,2013B,563363,F,London Region,A Level or Equivalent,Pass,240,17.0,97.0,308.0,0.8333333333333334,54.5
BBB,2013B,563874,F,East Midlands Region,A Level or Equivalent,Distinction,240,110.0,729.0,2980.0,0.9166666666666666,93.18181818181819
BBB,2013B,563877,F,East Midlands Region,A Level or Equivalent,Pass,240,55.0,263.0,1150.0,0.8333333333333334,85.5
BBB,2013B,563878,F,East Midlands Region,HE Qualification,Pass,240,84.0,627.0,2591.0,0.9166666666666666,79.18181818181819
BBB,2013B,563879,F,East Midlands Region,A Level or Equivalent,Pass,240,29.0,153.0,413.0,0.8333333333333334,67.8
BBB,2013B,565870,F,North Western Region,HE Qualification,Fail,240,26.0,206.0,674.0,0.9166666666666666,78.54545454545455
BBB,2013B,1008675,F,East Anglian Region,Lower Than A Level,Pass,240,163.0,684.0,1913.0,0.9166666666666666,76.9090909090909
BBB,2013B,1098728,F,South Region,Lower Than A Level,Fail,240,51.0,173.0,391.0,0.75,71.66666666666667
BBB,2013B,1413989,F,Scotland,HE Qualification,Withdrawn,240,16.0,64.0,189.0,0.16666666666666666,79.0
BBB,2013B,1436591,M,Scotland,A Level or Equivalent,Distinction,240,103.0,508.0,1519.0,0.9166666666666666,97.45454545454545
BBB,2013B,1480800,F,East Anglian Region,Lower Than A Level,Pass,240,40.0,191.0,535.0,0.9166666666666666,82.9090909090909
BBB,2013B,1493476,M,Wales,HE Qualification,Pass,240,33.0,149.0,344.0,0.75,77.88888888888889
BBB,2013B,1536591,F,London Region,Lower Than A Level,Withdrawn,240,42.0,242.0,708.0,0.4166666666666667,74.4
BBB,2013B,1659662,F,London Region,A Level or Equivalent,Pass,240,65.0,405.0,1538.0,0.9166666666666666,85.81818181818181
BBB,2013B,1678401,F,East Midlands Region,Lower Than A Level,Pass,240,44.0,340.0,1040.0,0.8333333333333334,69.2
BBB,2013B,1721462,F,East Anglian Region,Lower Than A Level,Pass,240,55.0,266.0,588.0,0.8333333333333334,74.6
BBB,2013B,1728437,F,West Midlands Region,A Level or Equivalent,Pass,240,34.0,178.0,515.0,0.9166666666666666,79.45454545454545
BBB,2013B,1730702,F,North Western Region,Lower Than A Level,Withdrawn,240,33.0,157.0,633.0,0.3333333333333333,62.0
BBB,2013B,1747892,F,Ireland,Lower Than A Level,Distinction,240,176.0,1017.0,2233.0,0.9166666666666666,82.27272727272727
BBB,2013B,1753965,M,South East Region,A Level or Equivalent,Pass,240,174.0,916.0,3377.0,0.9166666666666666,79.72727272727273
BBB,2013B,1770733,F,Wales,HE Qualification,Pass,240,53.0,253.0,740.0,0.9166666666666666,77.63636363636364
BBB,2013B,1771053,F,West Midlands Region,Lower Than A Level,Withdrawn,240,26.0,193.0,404.0,0.08333333333333333,60.0
BBB,2013B,1776925,M,Yorkshire Region,HE Qualification,Fail,240,13.0,80.0,153.0,0.5833333333333334,77.14285714285714
BBB,2013B,1789199,F,Yorkshire Region,Lower Than A Level,Pass,240,60.0,516.0,1254.0,0.9166666666666666,72.36363636363636
BBB,2013B,1797614,M,South Region,HE Qualification,Distinction,240,119.0,373.0,653.0,0.9166666666666666,94.0
BBB,2013B,1847146,F,London Region,Lower Than A Level,Pass,240,94.0,399.0,973.0,0.9166666666666666,73.18181818181819
BBB,2013B,1858523,F,South East Region,A Level or Equivalent,Withdrawn,240,38.0,138.0,314.0,0.75,59.888888888888886
BBB,2013B,1903527,F,East Anglian Region,Lower Than A Level,Distinction,240,126.0,704.0,1758.0,0.9166666666666666,88.27272727272727
BBB,2013B,1904710,F,Yorkshire Region,Lower Than A Level,Withdrawn,240,28.0,139.0,406.0,0.08333333333333333,73.0
BBB,2013B,1912438,F,South West Region,Lower Than A Level,Pass,240,68.0,474.0,1477.0,0.9166666666666666,96.0
BBB,2013B,1930254,F,London Region,A Level or Equivalent,Fail,240,2.0,14.0,49.0,0.0,0.0
BBB,2013B,1930367,F,East Midlands Region,A Level or Equivalent,Distinction,240,33.0,185.0,532.0,0.8333333333333334,86.5
BBB,2013B,1937864,F,Scotland,A Level or Equivalent,Pass,240,8.0,46.0,98.0,0.9166666666666666,79.63636363636364
BBB,2013B,1971393,F,West Midlands Region,Lower Than A Level,Pass,240,73.0,338.0,1129.0,0.9166666666666666,83.27272727272727
BBB,2013B,1993672,F,West Midlands Region,Lower Than A Level,Withdrawn,240,26.0,167.0,891.0,0.16666666666666666,36.0
BBB,2013B,1996746,F,North Western Region,Lower Than A Level,Withdrawn,240,0.0,0.0,0.0,0.0,0.0
BBB,2013B,2019837,F,North Western Region,A Level or Equivalent,Withdrawn,240,33.0,165.0,431.0,0.3333333333333333,87.0
BBB,2013B,2023366,F,South East Region,Lower Than A Level,Pass,240,112.0,500.0,1529.0,0.9166666666666666,94.0
BBB,2013B,2034350,M,Yorkshire Region,A Level or Equivalent,Withdrawn,240,49.0,400.0,3405.0,0.08333333333333333,87.0
BBB,2013B,2035022,F,London Region,Lower Than A Level,Pass,240,13.0,65.0,112.0,0.4166666666666667,92.0
BBB,2013B,2076177,F,London Region,HE Qualification,Withdrawn,240,5.0,24.0,68.0,0.0,0.0
BBB,2013B,2132811,F,West Midlands Region,Lower Than A Level,Pass,240,66.0,350.0,1034.0,0.8333333333333334,78.1
BBB,2013B,2173572,F,North Western Region,Lower Than A Level,Pass,240,53.0,225.0,530.0,0.75,85.77777777777777
BBB,2013B,2205383,F,North Western Region,A Level or Equivalent,Fail,240,184.0,908.0,3502.0,0.9166666666666666,82.81818181818181
BBB,2013B,2210318,M,Wales,A Level or Equivalent,Distinction,240,17.0,61.0,107.0,0.6666666666666666,86.0
BBB,2013B,2216178,F,East Anglian Region,HE Qualification,Fail,240,1.0,1.0,1.0,0.0,0.0
BBB,2013B,2231614,F,South Region,A Level or Equivalent,Distinction,240,93.0,538.0,1502.0,0.8333333333333334,82.4
BBB,2013B,2236738,M,Scotland,HE Qualification,Distinction,240,106.0,472.0,1093.0,0.9166666666666666,92.36363636363636
BBB,2013B,2243551,F,East Anglian Region,Lower Than A Level,Fail,240,12.0,43.0,119.0,0.8333333333333334,36.1
